,Population,Region ID,Region Name
7934,47,27630, Yarriambiack
7937,607,20110, Alpine
7938,2271,21110, Boroondara
7942,666,22110, East Gippsland
7943,97,22250, Gannawarra
7944,307,22490, Golden Plains
7947,310,25430, Mount Alexander
7948,194,25810, Northern Grampians
7956,1264,20910, Bayside (Vic.)
7957,1136,20910, Bayside (Vic.)
7958,142,21010, Benalla
7959,1217,21110, Boroondara
7962,1806,21450, Cardinia
7964,9381,22170, Frankston
7967,76,22980, Hindmarsh
7977,7116,25900, Port Phillip
7982,2063,27450, Yarra Ranges
7985,1505,20570, Ballarat
7992,1706,22670, Greater Dandenong
7993,2284,23670, Knox
7999,293,25490, Moyne
8003,59,25990, Pyrenees
8006,70,27630, Yarriambiack
8008,1274,21890, Darebin
8009,620,22110, East Gippsland
8011,310,22410, Glenelg
8012,949,22620, Greater Bendigo
8016,972,23810, Latrobe (Vic.)
8024,587,27170, Wodonga
8029,237,21670, Central Goldfields
8031,870,22110, East Gippsland
8032,345,22410, Glenelg
8042,319,25430, Mount Alexander
8043,128,25810, Northern Grampians
8047,49,27630, Yarriambiack
8049,1422,20660, Banyule
8051,1229,20660, Banyule
8053,607,20830, Baw Baw
8054,3647,20830, Baw Baw
8055,932,20910, Bayside (Vic.)
8065,1401,24210, Manningham
8074,289,25430, Mount Alexander
8075,209,25490, Moyne
8076,380,25990, Pyrenees
8077,197,26260, Southern Grampians
8081,1498,26980, Whitehorse
8084,1967,27450, Yarra Ranges
8085,5,29399, Unincorporated Vic
8086,2262,20740, Bass Coast
8088,739,21010, Benalla
8089,1278,22310, Glen Eira
8091,158208,22670, Greater Dandenong
8093,95,22980, Hindmarsh
8094,1111,24330, Maribyrnong
8098,109,25620, Murrindindi
8099,1146,25900, Port Phillip
8100,2302,26350, Stonnington
8111,4345,22110, East Gippsland
8112,1621,22410, Glenelg
8114,514,24130, Macedon Ranges
8115,1593,24210, Manningham
8116,1650,24650, Melton
8118,20253,25430, Mount Alexander
8119,739,25710, Nillumbik
8121,21,26080, Queenscliffe
8124,604,27170, Wodonga
8137,2079,22170, Frankston
8139,1498,22620, Greater Bendigo
8143,2986,23810, Latrobe (Vic.)
8144,781,23940, Loddon
8145,1325,25340, Mornington Peninsula
8148,3306,27070, Whittlesea
8151,10700,27450, Yarra Ranges
8153,174,20110, Alpine
8154,1406,20570, Ballarat
8155,5747,21110, Boroondara
8163,132,22250, Gannawarra
8164,1632,22620, Greater Bendigo
8165,148,22910, Hepburn
8169,556,24600, Melbourne
8173,1051,25060, Moonee Valley
8175,142,25620, Murrindindi
8176,141,25810, Northern Grampians
8180,409,26700, Wangaratta
8184,591,27350, Yarra
8185,0,29799, Migratory - Offshore - Shipping (Vic.)
8187,1479,20660, Banyule
8188,2507,21180, Brimbank
8189,732,21890, Darebin
8190,1558,22620, Greater Bendigo
8192,554,24130, Macedon Ranges
8194,1782,24410, Maroondah
8195,2554,24600, Melbourne
8202,5248,27260, Wyndham
8208,47,21270, Buloke
8209,1266,21750, Colac Otway
8211,1678,22490, Golden Plains
8213,72,23940, Loddon
8218,222,25620, Murrindindi
8220,45,25990, Pyrenees
8225,414,29499, No usual address (Vic.)
8229,203,21750, Colac Otway
8237,531,24130, Macedon Ranges
8242,469,25150, Moorabool
8243,30,25620, Murrindindi
8244,881,25710, Nillumbik
8245,1581,25900, Port Phillip
8247,1957,26980, Whitehorse
8249,6,29799, Migratory - Offshore - Shipping (Vic.)
8250,1372,20570, Ballarat
8266,1241,25620, Murrindindi
8267,876,25710, Nillumbik
8268,804,25900, Port Phillip
8273,3693,27070, Whittlesea
8275,7476,20660, Banyule
8281,1093,23430, Kingston (Vic.)
8283,1390,24210, Manningham
8284,123,24250, Mansfield
8285,794,24330, Maribyrnong
8292,130,25810, Northern Grampians
8294,529,27170, Wodonga
8295,1388,27170, Wodonga
8298,1551,21610, Casey
8299,933,21670, Central Goldfields
8300,1515,22310, Glen Eira
8305,159,23940, Loddon
8319,104,22250, Gannawarra
8323,262,23350, Indigo
8324,472,24130, Macedon Ranges
8327,1398,25060, Moonee Valley
8330,133,25490, Moyne
8331,496,25710, Nillumbik
8333,181,26260, Southern Grampians
8335,11455,26430, Strathbogie
8340,7223,26980, Whitehorse
8341,3236,27260, Wyndham
8342,1012,27350, Yarra
8347,108,21270, Buloke
8350,852,22410, Glenelg
8354,1460,24210, Manningham
8357,279,24900, Moira
8358,489,25150, Moorabool
8364,3230,27070, Whittlesea
8365,453,27170, Wodonga
8366,1794,27260, Wyndham
8369,120,29499, No usual address (Vic.)
8374,188,21830, Corangamite
8376,157,22250, Gannawarra
8377,952,22620, Greater Bendigo
8381,108,24250, Mansfield
8383,372,24780, Mildura
8396,262,21010, Benalla
8401,11407,22310, Glen Eira
8404,2041,23430, Kingston (Vic.)
8406,658,24780, Mildura
8411,1330,25250, Moreland
8413,350,26170, South Gippsland
8414,167,26260, Southern Grampians
8417,33,26890, West Wimmera
8418,2356,27350, Yarra
8419,85,27630, Yarriambiack
8420,11,29399, Unincorporated Vic
8423,98,20260, Ararat
8425,30,21180, Brimbank
8428,2291,22110, East Gippsland
8429,1707,22170, Frankston
8430,18266,22750, Greater Geelong
8431,916,22830, Greater Shepparton
8434,4192,23810, Latrobe (Vic.)
8435,1097,24410, Maroondah
8438,1855,25250, Moreland
8439,80,25990, Pyrenees
8440,617,25990, Pyrenees
8441,22,26080, Queenscliffe
8444,3510,26810, Wellington
8447,1900,26980, Whitehorse
8449,1753,26980, Whitehorse
8450,11858,27070, Whittlesea
8451,2776,27260, Wyndham
8452,28,29399, Unincorporated Vic
8454,76,29499, No usual address (Vic.)
8455,1572,20830, Baw Baw
8465,1738,23430, Kingston (Vic.)
8468,2638,24650, Melton
8470,207,25430, Mount Alexander
8471,257,25490, Moyne
8473,326,26170, South Gippsland
8474,195,26260, Southern Grampians
8480,1588,20910, Bayside (Vic.)
8481,86,21270, Buloke
8482,1951,21370, Campaspe
8487,3364,22750, Greater Geelong
8489,891,23810, Latrobe (Vic.)
8494,647,24780, Mildura
8504,1404,26730, Warrnambool
8507,3168,27450, Yarra Ranges
8515,1129,22170, Frankston
8516,164,22250, Gannawarra
8517,2630,22670, Greater Dandenong
8519,2322,23670, Knox
8522,2821,25250, Moreland
8523,2408,25340, Mornington Peninsula
8524,4007,25710, Nillumbik
8525,72,26080, Queenscliffe
8529,6901,27260, Wyndham
8530,2816,27350, Yarra
8534,557,20260, Ararat
8536,2207,20740, Bass Coast
8537,9931,21110, Boroondara
8538,7280,21450, Cardinia
8539,2125,22310, Glen Eira
8541,171,22410, Glenelg
8545,277,26170, South Gippsland
8548,434,26810, Wellington
8550,1931,27450, Yarra Ranges
8552,119,20260, Ararat
8555,1315,20570, Ballarat
8557,1832,20660, Banyule
8558,2390,21180, Brimbank
8560,383,21370, Campaspe
8563,164,22250, Gannawarra
8566,367,22490, Golden Plains
8567,8991,22670, Greater Dandenong
8572,1066,24330, Maribyrnong
8575,1401,24600, Melbourne
8578,2051,25900, Port Phillip
8587,2328,22310, Glen Eira
8593,1374,24410, Maroondah
8594,2343,24650, Melton
8597,677,24850, Mitchell
8599,275,25620, Murrindindi
8600,71,26080, Queenscliffe
8605,1674,27350, Yarra
8608,175,22410, Glenelg
8609,3487,22750, Greater Geelong
8616,118,23940, Loddon
8618,695,24130, Macedon Ranges
8623,436,24900, Moira
8624,1065,25250, Moreland
8630,433,26810, Wellington
8631,236,27170, Wodonga
8633,742,20830, Baw Baw
8641,310,24900, Moira
8645,534,27630, Yarriambiack
8648,191,20110, Alpine
8650,361,20740, Bass Coast
8652,399,21370, Campaspe
8660,6399,24210, Manningham
8662,656,24330, Maribyrnong
8663,253,24410, Maroondah
8664,2603,24970, Monash
8665,69,26890, West Wimmera
8668,1985,27450, Yarra Ranges
8672,275,21830, Corangamite
8674,533,22110, East Gippsland
8675,1503,22170, Frankston
8681,51458,24130, Macedon Ranges
8683,120,24250, Mansfield
8684,1031,24600, Melbourne
8687,1232,25060, Moonee Valley
8688,1681,25060, Moonee Valley
8697,12167,26980, Whitehorse
8702,903,21450, Cardinia
8705,2944,21890, Darebin
8706,3347,22750, Greater Geelong
8708,910,23670, Knox
8714,465,24900, Moira
8716,152,25430, Mount Alexander
8717,29,26080, Queenscliffe
8725,735,20740, Bass Coast
8726,1129,20910, Bayside (Vic.)
8728,13406,21180, Brimbank
8729,5675,21610, Casey
8733,1518,22620, Greater Bendigo
8738,994,23810, Latrobe (Vic.)
8742,178,25490, Moyne
8744,14,26080, Queenscliffe
8745,380,26170, South Gippsland
8753,1409,20570, Ballarat
8755,735,20830, Baw Baw
8756,2231,21110, Boroondara
8758,686,21670, Central Goldfields
8762,56,23940, Loddon
8764,2823,24970, Monash
8765,1404,25060, Moonee Valley
8767,123,25990, Pyrenees
8775,155,20260, Ararat
8780,449,22110, East Gippsland
8783,1688,23670, Knox
8790,2164,25340, Mornington Peninsula
8797,1414,20570, Ballarat
8799,762,20910, Bayside (Vic.)
8801,1123,21450, Cardinia
8804,2365,22670, Greater Dandenong
8806,55,22980, Hindmarsh
8808,1759,23670, Knox
8811,1505,24410, Maroondah
8813,696,24850, Mitchell
8815,935,25430, Mount Alexander
8816,659,25490, Moyne
8817,210,25620, Murrindindi
8832,4860,21610, Casey
8833,1790,22170, Frankston
8840,8578,24330, Maribyrnong
8843,2841,24970, Monash
8844,1336,25060, Moonee Valley
8845,1767,25340, Mornington Peninsula
8846,276,25490, Moyne
8851,1898,27450, Yarra Ranges
8855,237,21010, Benalla
8856,2934,21180, Brimbank
8857,49,21270, Buloke
8858,31628,21610, Casey
8859,148,21670, Central Goldfields
8876,53,27630, Yarriambiack
8880,677,20830, Baw Baw
8883,397,21370, Campaspe
8884,6932,21450, Cardinia
8885,189,21670, Central Goldfields
8886,106,22250, Gannawarra
8890,817,22910, Hepburn
8891,71,22980, Hindmarsh
8894,6438,24410, Maroondah
8895,35,24410, Maroondah
8898,2422,24970, Monash
8899,828,25710, Nillumbik
8907,1157,27350, Yarra
8910,1263,20910, Bayside (Vic.)
8912,2183,21110, Boroondara
8913,224,23350, Indigo
8920,754,24250, Mansfield
8921,946,24600, Melbourne
8924,115,25810, Northern Grampians
8925,311,26170, South Gippsland
8926,103,26430, Strathbogie
8929,1445,27260, Wyndham
8932,212,20110, Alpine
8935,201,21010, Benalla
8938,1400,23270, Hume
8940,1620,23430, Kingston (Vic.)
8942,1993,24330, Maribyrnong
8943,668,24600, Melbourne
8944,438,24900, Moira
8945,129,25810, Northern Grampians
8949,126,27260, Wyndham
8951,17,29399, Unincorporated Vic
8953,941,20110, Alpine
8955,165,20260, Ararat
8957,644,20740, Bass Coast
8959,1970,22310, Glen Eira
8967,182,24250, Mansfield
8971,963,25490, Moyne
8972,1748,26350, Stonnington
8973,72,26670, Towong
8976,949,27350, Yarra
8978,131,20260, Ararat
8980,14528,21010, Benalla
8981,2344,21110, Boroondara
8991,1370,24210, Manningham
8993,2934,24650, Melton
8994,3279,24780, Mildura
8997,154,25430, Mount Alexander
9004,69,27630, Yarriambiack
9009,29360,21610, Casey
9010,111,21670, Central Goldfields
9011,70,22250, Gannawarra
9012,313,22910, Hepburn
9017,718,24780, Mildura
9021,171,26260, Southern Grampians
9023,162,26430, Strathbogie
9027,608,27170, Wodonga
9031,2525,21180, Brimbank
9032,11851,21180, Brimbank
9039,164,22410, Glenelg
9042,17368,23350, Indigo
9045,677,24780, Mildura
9047,453,26170, South Gippsland
9048,251,26170, South Gippsland
9051,1291,26700, Wangaratta
9052,2017,26700, Wangaratta
9055,492,27170, Wodonga
9056,3857,27260, Wyndham
9057,595,27350, Yarra
9061,1608,21110, Boroondara
9067,999,22110, East Gippsland
9071,3548,23270, Hume
9074,15717,24650, Melton
9075,1267,24650, Melton
9076,620,24780, Mildura
9081,337,26700, Wangaratta
9084,115,27630, Yarriambiack
9094,170,22250, Gannawarra
9095,1665,22310, Glen Eira
9097,4124,22830, Greater Shepparton
9111,318,26670, Towong
9118,1448,20660, Banyule
9120,45,21270, Buloke
9121,14215,22750, Greater Geelong
9126,171357,25250, Moreland
9127,768,25710, Nillumbik
9130,265,26610, Swan Hill
9131,548,26810, Wellington
9136,9,29399, Unincorporated Vic
9137,3,29399, Unincorporated Vic
9138,1259,20660, Banyule
9139,676,20830, Baw Baw
9144,2128,22750, Greater Geelong
9145,803,22830, Greater Shepparton
9146,126,22910, Hepburn
9152,816,25900, Port Phillip
9153,2131,26730, Warrnambool
9157,437,20740, Bass Coast
9161,503,21370, Campaspe
9170,4312,22830, Greater Shepparton
9173,897,23110, Hobsons Bay
9174,1070,24130, Macedon Ranges
9175,92,24250, Mansfield
9178,2315,25340, Mornington Peninsula
9179,100,25810, Northern Grampians
9180,3289,25900, Port Phillip
9187,185,20260, Ararat
9190,266,21270, Buloke
9195,45,22980, Hindmarsh
9198,1831,23670, Knox
9201,1709,24210, Manningham
9202,4942,24330, Maribyrnong
9204,608,24850, Mitchell
9207,1861,25340, Mornington Peninsula
9210,225,26260, Southern Grampians
9220,1841,25340, Mornington Peninsula
9225,340,26490, Surf Coast
9226,263,26610, Swan Hill
9227,2579,26980, Whitehorse
9228,6560,27260, Wyndham
9233,857,20830, Baw Baw
9235,415,22490, Golden Plains
9238,4034,23270, Hume
9241,667,24130, Macedon Ranges
9244,3763,25250, Moreland
9247,158,25620, Murrindindi
9250,811,26350, Stonnington
9251,117,26430, Strathbogie
9253,309,26890, West Wimmera
9254,487,27170, Wodonga
9258,5,29799, Migratory - Offshore - Shipping (Vic.)
9259,98,20110, Alpine
9260,105,20260, Ararat
9264,2120,21180, Brimbank
9266,151,21830, Corangamite
9274,1618,24210, Manningham
9276,1335,24970, Monash
9277,441,25150, Moorabool
9280,915,25490, Moyne
9292,2595,22670, Greater Dandenong
9298,557,24250, Mansfield
9300,1462,24330, Maribyrnong
9303,1679,25060, Moonee Valley
9305,899,25710, Nillumbik
9306,126,25990, Pyrenees
9308,376,26490, Surf Coast
9310,252,21750, Colac Otway
9311,164,22410, Glenelg
9313,264,23190, Horsham
9315,234,23350, Indigo
9318,298,24900, Moira
9321,3,25620, Murrindindi
9327,73,29499, No usual address (Vic.)
9328,7288,20570, Ballarat
9329,370,20740, Bass Coast
9333,10463,21610, Casey
9334,248,21750, Colac Otway
9335,2025,21890, Darebin
9339,1899,24970, Monash
9340,533,25150, Moorabool
9341,701,25810, Northern Grampians
9342,195,26610, Swan Hill
9345,3445,27070, Whittlesea
9347,135,29499, No usual address (Vic.)
9350,758,20830, Baw Baw
9353,121,21670, Central Goldfields
9355,485,22110, East Gippsland
9356,2046,22310, Glen Eira
9357,7692,22620, Greater Bendigo
9360,2013,23430, Kingston (Vic.)
9365,62,26670, Towong
9366,425,26730, Warrnambool
9370,1538,20910, Bayside (Vic.)
9371,148,21010, Benalla
9378,5342,23110, Hobsons Bay
9379,229,23190, Horsham
9380,82,23940, Loddon
9382,727,24650, Melton
9383,613,24850, Mitchell
9386,1685,25250, Moreland
9392,456,26810, Wellington
9393,1088,27070, Whittlesea
9401,211,21830, Corangamite
9403,10683,22250, Gannawarra
9404,649,22490, Golden Plains
9406,481,23110, Hobsons Bay
9407,873,23810, Latrobe (Vic.)
9411,10356,24970, Monash
9412,1188,24970, Monash
9413,1734,25060, Moonee Valley
9419,418,26730, Warrnambool
9423,59,29399, Unincorporated Vic
9431,15225,23270, Hume
9434,56972,24780, Mildura
9435,321,24900, Moira
9436,3629,25250, Moreland
9437,209,25490, Moyne
9445,2468,27260, Wyndham
9447,124,27630, Yarriambiack
9451,1501,20570, Ballarat
9452,7822,20660, Banyule
9455,56,21270, Buloke
9458,282,23350, Indigo
9463,23,26080, Queenscliffe
9464,191,26260, Southern Grampians
9466,80,26670, Towong
9471,765,20740, Bass Coast
9472,1380,20910, Bayside (Vic.)
9473,115,21670, Central Goldfields
9474,1017,21670, Central Goldfields
9478,3075,22750, Greater Geelong
9480,1332,23110, Hobsons Bay
9482,116,24250, Mansfield
9483,700,24410, Maroondah
9485,1144,24600, Melbourne
9486,2253,25150, Moorabool
9493,371,26700, Wangaratta
9496,91,29499, No usual address (Vic.)
9497,169,20260, Ararat
9503,28,22980, Hindmarsh
9506,5577,24330, Maribyrnong
9509,1245,25060, Moonee Valley
9519,0,29799, Migratory - Offshore - Shipping (Vic.)
9523,2257,21180, Brimbank
9525,2237,22310, Glen Eira
9528,13478,22670, Greater Dandenong
9532,596,24850, Mitchell
9533,326,24900, Moira
9536,11225,26980, Whitehorse
9537,2931,27070, Whittlesea
9542,13235,20110, Alpine
9543,673,20830, Baw Baw
9544,1171,21010, Benalla
9546,2109,21110, Boroondara
9549,1216,21610, Casey
9550,255,21750, Colac Otway
9558,952,23810, Latrobe (Vic.)
9561,633,24850, Mitchell
9566,674,25710, Nillumbik
9567,245,26610, Swan Hill
9569,39,26670, Towong
9571,68,27170, Wodonga
9573,2951,27350, Yarra
9578,788,21830, Corangamite
9580,174,22410, Glenelg
9583,843,22830, Greater Shepparton
9586,11475,23430, Kingston (Vic.)
9593,284,25620, Murrindindi
9595,253,26430, Strathbogie
9599,3,29499, No usual address (Vic.)
9600,9,29799, Migratory - Offshore - Shipping (Vic.)
9604,1500,21450, Cardinia
9605,2043,21890, Darebin
9610,1907,23670, Knox
9611,702,24130, Macedon Ranges
9618,136,25620, Murrindindi
9627,143,21010, Benalla
9629,508,21370, Campaspe
9630,138,21670, Central Goldfields
9631,287,21750, Colac Otway
9633,392,22110, East Gippsland
9634,192,22410, Glenelg
9637,1202,25060, Moonee Valley
9639,737,25900, Port Phillip
9642,50,26890, West Wimmera
9644,575,27170, Wodonga
9648,6,29799, Migratory - Offshore - Shipping (Vic.)
9649,1047,20910, Bayside (Vic.)
9651,172,21670, Central Goldfields
9659,95,22980, Hindmarsh
9663,1376,24410, Maroondah
9665,2387,24650, Melton
9666,497,25150, Moorabool
9667,198,25430, Mount Alexander
9671,1397,26350, Stonnington
9672,2447,26490, Surf Coast
9674,2439,26980, Whitehorse
9675,182,29499, No usual address (Vic.)
9676,104,29499, No usual address (Vic.)
9695,129,25990, Pyrenees
9697,274,26610, Swan Hill
9698,16508,27070, Whittlesea
9699,0,29799, Migratory - Offshore - Shipping (Vic.)
9702,784,21830, Corangamite
9703,2209,22310, Glen Eira
9710,302,24900, Moira
9717,1500,20660, Banyule
9718,818,20830, Baw Baw
9721,4455,21610, Casey
9722,174,21750, Colac Otway
9723,1803,22170, Frankston
9724,0,22490, Golden Plains
9725,6485,23110, Hobsons Bay
9726,1112,23110, Hobsons Bay
9727,3775,23270, Hume
9731,10532,24970, Monash
9732,2248,25340, Mornington Peninsula
9733,4572,25710, Nillumbik
9738,250,26430, Strathbogie
9739,316,26610, Swan Hill
9747,1460,21450, Cardinia
9752,165,22250, Gannawarra
9754,1445,22620, Greater Bendigo
9755,259,23190, Horsham
9757,51,24250, Mansfield
9760,2869,24970, Monash
9761,156,25810, Northern Grampians
9763,421,26490, Surf Coast
9780,441,24130, Macedon Ranges
9781,8636,24210, Manningham
9784,220,24850, Mitchell
9785,2110,24900, Moira
9789,152,25490, Moyne
9793,1923,27450, Yarra Ranges
9796,84,22980, Hindmarsh
9797,238,23190, Horsham
9801,4636,23810, Latrobe (Vic.)
9807,4,25710, Nillumbik
9809,62,25990, Pyrenees
9810,205,26610, Swan Hill
9812,284,26700, Wangaratta
9814,3087,27070, Whittlesea
9817,5736,27260, Wyndham
9821,1425,21890, Darebin
9825,333,22490, Golden Plains
9826,7797,22620, Greater Bendigo
9839,204,26260, Southern Grampians
9840,58,26670, Towong
9843,2574,27170, Wodonga
9845,11,29399, Unincorporated Vic
9849,41,21270, Buloke
9855,136,23940, Loddon
9862,1675,25340, Mornington Peninsula
9866,1237,26810, Wellington
9873,785,21450, Cardinia
9874,336,22410, Glenelg
9879,1191,23190, Horsham
9881,626,24130, Macedon Ranges
9883,1549,24210, Manningham
9888,367,24900, Moira
9891,1613,25250, Moreland
9892,11942,25900, Port Phillip
9897,0,29799, Migratory - Offshore - Shipping (Vic.)
9898,100,20110, Alpine
9901,4776,21610, Casey
9904,4102,23270, Hume
9905,1513,23430, Kingston (Vic.)
9907,622,24780, Mildura
9909,753,24780, Mildura
9911,218,25430, Mount Alexander
9912,178,25810, Northern Grampians
9914,612,26430, Strathbogie
9915,2162,27070, Whittlesea
9924,1785,21890, Darebin
9925,13631,21890, Darebin
9930,1997,23430, Kingston (Vic.)
9931,95,23940, Loddon
9932,3556,24850, Mitchell
9933,3839,25060, Moonee Valley
9935,839,26260, Southern Grampians
9936,407,26490, Surf Coast
9942,313,20740, Bass Coast
9947,927,21180, Brimbank
9950,208,21830, Corangamite
9951,207,21830, Corangamite
9952,261,22490, Golden Plains
9957,300,22910, Hepburn
9960,2123,23670, Knox
9962,10739,25250, Moreland
9964,1835,25340, Mornington Peninsula
9967,1533,25900, Port Phillip
9969,459,26730, Warrnambool
9971,1455,20570, Ballarat
9976,1707,21110, Boroondara
9978,103,21270, Buloke
9984,2404,24650, Melton
9992,1396,26980, Whitehorse
9993,643,27350, Yarra
9997,367,21370, Campaspe
9998,225,21670, Central Goldfields
10003,883,23810, Latrobe (Vic.)
10005,397,24250, Mansfield
10006,431,25150, Moorabool
10008,174,25810, Northern Grampians
10009,806,25900, Port Phillip
10011,30,26080, Queenscliffe
10013,520,26490, Surf Coast
10017,169,20110, Alpine
10032,171,23190, Horsham
10033,1275,24210, Manningham
